face_images,answer
left_face_0 right_face_0,0.5576249361038208
left_face_1 right_face_1,0.811471700668335
left_face_2 right_face_2,0.7547301352024078
left_face_3 right_face_3,0.3399558514356613
left_face_4 right_face_4,0.6918023228645325
left_face_5 right_face_5,0.6100815534591675
left_face_6 right_face_6,0.5811616778373718
left_face_7 right_face_7,0.4967523366212845
left_face_8 right_face_8,0.069604180753231
left_face_9 right_face_9,0.7155293226242065
left_face_10 right_face_10,0.5296715497970581
left_face_11 right_face_11,0.47408342361450195
left_face_12 right_face_12,0.6769416332244873
left_face_13 right_face_13,0.5708066523075104
left_face_14 right_face_14,0.5526036620140076
left_face_15 right_face_15,0.47738128900527954
left_face_16 right_face_16,0.7211742401123047
left_face_17 right_face_17,0.5395811796188354
left_face_18 right_face_18,0.5936451405286789
left_face_19 right_face_19,0.4884605407714844
left_face_20 right_face_20,0.5266576409339905
left_face_21 right_face_21,0.545791894197464
left_face_22 right_face_22,0.6511683464050293
left_face_23 right_face_23,0.3693583756685257
left_face_24 right_face_24,0.3356515914201736
left_face_25 right_face_25,0.5212264657020569
left_face_26 right_face_26,0.5327309668064117
left_face_27 right_face_27,0.5464211404323578
left_face_28 right_face_28,0.5550554990768433
left_face_29 right_face_29,0.48543569445610046
left_face_30 right_face_30,0.4421655684709549
left_face_31 right_face_31,0.5727565288543701
left_face_32 right_face_32,0.47973884642124176
left_face_33 right_face_33,0.5599510967731476
left_face_34 right_face_34,0.4898071587085724
left_face_35 right_face_35,0.5844001471996307
left_face_36 right_face_36,0.5935478806495667
left_face_37 right_face_37,0.48948800563812256
left_face_38 right_face_38,0.5318054556846619
left_face_39 right_face_39,0.02642248757183555
left_face_40 right_face_40,0.6109738349914551
left_face_41 right_face_41,0.45327481627464294
left_face_42 right_face_42,0.625035971403122
left_face_43 right_face_43,0.6146381199359894
left_face_44 right_face_44,0.3193826228380203
left_face_45 right_face_45,0.6496304869651794
left_face_46 right_face_46,0.3822545856237411
left_face_47 right_face_47,0.39484310150146484
left_face_48 right_face_48,0.6473918259143829
left_face_49 right_face_49,0.5718156397342682
left_face_50 right_face_50,0.10540918633341785
left_face_51 right_face_51,0.5590405166149139
left_face_52 right_face_52,0.49186472594738007
left_face_53 right_face_53,0.4461255520582199
left_face_54 right_face_54,0.623942106962204
left_face_55 right_face_55,0.4546887129545212
left_face_56 right_face_56,0.635633796453476
left_face_57 right_face_57,0.7879930436611176
left_face_58 right_face_58,0.5383444726467133
left_face_59 right_face_59,0.4270528554916382
left_face_60 right_face_60,0.5550091862678528
left_face_61 right_face_61,0.5444694459438324
left_face_62 right_face_62,0.6820072829723358
left_face_63 right_face_63,0.6487977802753448
left_face_64 right_face_64,0.779336154460907
left_face_65 right_face_65,0.6880062520503998
left_face_66 right_face_66,0.39038279652595514
left_face_67 right_face_67,0.485572412610054
left_face_68 right_face_68,0.16212302446365356
left_face_69 right_face_69,0.21806412935256955
left_face_70 right_face_70,0.602345198392868
left_face_71 right_face_71,0.7996384799480438
left_face_72 right_face_72,0.4209572374820709
left_face_73 right_face_73,0.7237330973148346
left_face_74 right_face_74,0.563567727804184
left_face_75 right_face_75,0.6422686576843262
left_face_76 right_face_76,0.6476762890815735
left_face_77 right_face_77,0.619476854801178
left_face_78 right_face_78,0.5573989450931549
left_face_79 right_face_79,0.5404858291149139
left_face_80 right_face_80,0.5743350982666016
left_face_81 right_face_81,0.5229358971118927
left_face_82 right_face_82,0.7225085496902466
left_face_83 right_face_83,0.7371846139431
left_face_84 right_face_84,0.5666876435279846
left_face_85 right_face_85,0.6800389587879181
left_face_86 right_face_86,0.5983861982822418
left_face_87 right_face_87,0.5047206282615662
left_face_88 right_face_88,0.5502420663833618
left_face_89 right_face_89,0.41730552911758423
